index,unit2_pos,unit1_beam_32,unit1_beam_64
2023,"[0.6114201268386549, 0.08116883110541483]",3,6
1012,"[0.707641468763146, 0.7965367964968493]",6,11
681,"[0.44746618501956, 0.8008658007219905]",15,29
1354,"[0.6134315798115416, 0.7575757573939973]",9,16
1564,"[0.4526590176710974, 0.8344155842742709]",17,33
1537,"[0.13991913137723663, 0.8852813851885077]",27,54
1730,"[0.5007902136653155, 0.7662337659980771]",14,27
2084,"[0.1707887769117649, 0.93939393931005]",29,58
1949,"[0.17358018102668887, 0.8679653678265511]",26,51
367,"[0.25553662691155576, 0.09740259744953549]",22,43
486,"[0.5396235709489166, 0.7781385281170564]",12,22
1407,"[0.4111368814324351, 0.0075757575862437435]",14,26
871,"[0.6610291250182252, 0.7489177489437147]",7,13
892,"[0.6342850105747492, 0.06277056272562205]",3,4
364,"[0.28620102214094245, 0.0909090908811278]",20,39
1021,"[0.8292933232015414, 0.7911255409462776]",2,3
1374,"[0.8175735309223383, 0.742424242375307]",2,3
2119,"[0.6979536544742183, 0.8852813851885077]",9,17
1292,"[0.08041706861818093, 0.09740259744953549]",30,58
1538,"[0.1504689969506757, 0.8831168828452415]",28,54
419,"[0.3119599351372396, 0.07575757586243743]",19,37
997,"[0.5069887728105882, 0.814935064876642]",14,26
224,"[0.07261755711030465, 0.13311688303748784]",30,59
1372,"[0.797500051315752, 0.743506493393143]",2,4
914,"[0.4516122411280009, 0.08441558446651723]",11,22
230,"[0.036226678441846044, 0.8582251082046353]",30,60
397,"[0.5768354508379414, 0.054112554121542256]",5,9
1451,"[0.6703269637288424, 0.057359307482644666]",2,3
917,"[0.43096406066993487, 0.08766233767382252]",12,26
1988,"[0.5334865868995614, 0.7987012985325214]",12,22
573,"[0.4080376018525068, 0.08874458869165856]",15,29
2035,"[0.4923339011926533, 0.07683982688027349]",9,16
2292,"[0.851398780812987, 0.835497835445904]",4,8
1502,"[0.23813140124264195, 0.08333333344868118]",23,44
487,"[0.5517333388064302, 0.7770562767916261]",12,22
1609,"[0.5970320806217793, 0.034632034723913435]",4,7
1202,"[0.5186675150404301, 0.0909090908811278]",8,14
2277,"[0.6334434843222104, 0.8419913418605146]",11,22
1520,"[0.0649617208262362, 0.09956709948520759]",30,60
1678,"[0.16253771474424428, 0.04329004332799323]",27,54
2103,"[0.4593912276039046, 0.9015151512250342]",20,39
1740,"[0.6255618727010278, 0.7402597403396348]",9,17
352,"[0.3973030110204826, 0.06818181796859943]",14,27
1221,"[0.43174401182655603, 0.09956709948520759]",13,26
713,"[0.7590771946424341, 0.7564935063761613]",3,6
1571,"[0.5269596272718958, 0.825757575670191]",12,23
654,"[0.20151474723706922, 0.8409090908426785]",25,49
614,"[0.19494673754545847, 0.10497835503577924]",25,49
775,"[0.28603682189974594, 0.05844155850048072]",20,39
2009,"[0.7880790624132995, 0.7662337659980771]",3,6
445,"[0.040783235160570086, 0.8820346318274054]",30,60
554,"[0.4768785534007086, 0.08333333344868118]",11,20
556,"[0.47031054370909786, 0.08333333344868118]",11,21
1999,"[0.6615012007098421, 0.7770562767916261]",6,12
1264,"[0.2837380185084114, 0.10389610386414605]",22,42
588,"[0.3528047453937273, 0.08874458869165856]",18,34
1037,"[0.5771228012563893, 0.06277056272562205]",5,9
1605,"[0.6309599556722907, 0.034632034723913435]",2,4
973,"[0.17397015660499948, 0.8625541124297765]",26,51
38,"[0.3009379938867675, 0.8917748917569155]",22,42
1274,"[0.23066029023174253, 0.10389610386414605]",24,46
734,"[0.5909977217177029, 0.048701298570970615]",4,7
1827,"[0.3328338909324197, 0.8203463201196194]",21,42
1106,"[0.07458796001924627, 0.8733766233771227]",29,58
953,"[0.08236694649515, 0.11580086582932826]",30,59
1078,"[0.1983744176077797, 0.1093073594147177]",25,48
373,"[0.19180640791616896, 0.11471861465769508]",26,51
138,"[0.5396646209982777, 0.08225108212325087]",7,14
1284,"[0.1473697173707474, 0.09956709948520759]",28,54
1206,"[0.49387327845933926, 0.09415584424223021]",9,17
1627,"[0.45378789434208405, 0.04004329012068795]",12,22
536,"[0.5555920444964232, 0.07575757586243743]",7,13
548,"[0.4984914102739809, 0.08225108212325087]",9,17
1754,"[0.8305042999858344, 0.7164502164092704]",2,3
1001,"[0.5575829724373373, 0.8095238093260704]",12,22
1226,"[0.41503663718637324, 0.10064935050304365]",14,27
613,"[0.20305412450375515, 0.10281385284631]",25,48
1601,"[0.6664682580388492, 0.032467532534444205]",2,2
1864,"[0.6432133987390283, 0.11255411262202297]",2,3
1409,"[0.39397795611802405, 0.006493506260813435]",15,29
817,"[0.07641468771896397, 0.8571428571867992]",29,58
1576,"[0.5807762566412408, 0.8192640691017833]",11,20
1395,"[0.5132078569878334, 0.015151515172487487]",8,14
2162,"[0.5839986863984205, 0.11363636363985903]",7,13
1347,"[0.5485519591131955, 0.7662337659980771]",11,22
1010,"[0.6828267071646665, 0.7976190475146853]",6,11
1752,"[0.7989983785330766, 0.7164502164092704]",2,4
514,"[0.6767512982112291, 0.06601731608672447]",2,4
68,"[0.4971778083444091, 0.8484848484289222]",14,26
538,"[0.5447958785684813, 0.07792207789810954]",7,14
1413,"[0.3567455511970266, 0.00216450234326636]",17,33
1072,"[0.25165739618959015, 0.10173160182847395]",22,43
1069,"[0.278545185856874, 0.09740259744953549]",21,40
2127,"[0.8271381950340146, 0.8831168828452415]",6,11
310,"[0.7439707723502709, 0.7943722941535829]",4,6
841,"[0.32394655281750184, 0.7716450215486488]",20,39
701,"[0.6115227519985177, 0.7781385281170564]",9,17
1046,"[0.48919357156336385, 0.0703463203118658]",9,17
1196,"[0.5655877342357714, 0.08658008665598646]",6,11
702,"[0.6239814453703968, 0.7770562767916261]",8,15
829,"[0.21187988752275538, 0.8062770561187651]",25,48
126,"[0.5921676484526348, 0.0790043289159456]",5,9
1607,"[0.6138010303578797, 0.034632034723913435]",3,6
670,"[0.3715235729922129, 0.8116883115155396]",19,37
1900,"[0.2918659304986806, 0.12229437224393883]",20,39
221,"[0.09786334435103983, 0.12770562779451047]",29,58
453,"[0.1414379836265339, 0.8452380950678199]",28,55
150,"[0.4935859280408914, 0.08549783563815042]",10,19
1184,"[0.8327620533278077, 0.7391774890142045]",2,3
1247,"[0.345333634368244, 0.10281385284631]",19,37
780,"[0.24995381869629166, 0.057359307482644666]",23,44
1704,"[0.17429855708739242, 0.8344155842742709]",26,51
550,"[0.4906713737341321, 0.08333333344868118]",10,19
1018,"[0.7934360953206173, 0.7922077922717079]",4,7
2273,"[0.5786211284591302, 0.8506493503107972]",14,26
628,"[0.09927957144047438, 0.11580086582932826]",29,57
2143,"[0.7239793928715748, 0.10497835503577924]",3,4
1979,"[0.436444243754504, 0.8181818179301501]",16,32
1415,"[0.33759569795628536, 0.0]",17,34
593,"[0.3304735124451675, 0.08982683970949462]",19,38
1364,"[0.7184992097870055, 0.7456709955826123]",4,7
2187,"[0.40290634428230315, 0.1255411254512441]",18,34
265,"[0.3387040495952995, 0.8138528138588059]",20,39
228,"[0.03840233164134532, 0.14177489164156765]",31,61
300,"[0.6445885757645177, 0.7932900431357468]",7,13
1882,"[0.460212228809887, 0.11580086582932826]",10,19
1205,"[0.4995792368810225, 0.09415584424223021]",9,17
1131,"[0.30494037478598446, 0.8062770561187651]",22,43
399,"[0.5499066111067125, 0.05519480513937831]",6,11
2183,"[0.42973255885366934, 0.12445887443340806]",15,29
1339,"[0.4667186634055801, 0.7792207791348925]",15,29
203,"[0.22518010714717338, 0.11038961027875661]",24,47
348,"[0.4316003366027482, 0.061688311707786]",12,23
1006,"[0.6204716651947693, 0.8030303030652569]",9,17
1696,"[0.08560990128430224, 0.8517316016362275]",30,59
855,"[0.46341413353509414, 0.7489177489437147]",15,29
61,"[0.44165760143801397, 0.8603896102403074]",15,30
1082,"[0.16309189056375134, 0.11147186129659267]",26,54
1275,"[0.22417438065343806, 0.10389610386414605]",24,46
2134,"[0.9310358982745468, 0.8820346318274054]",2,4
383,"[0.07144763038995677, 0.14610389617430322]",29,57
912,"[0.4650971860255879, 0.08225108212325087]",11,21
1554,"[0.33837564909832263, 0.8538961039794939]",20,39
1104,"[0.05724430943166621, 0.8798701296379362]",30,59
268,"[0.3657560394891959, 0.8106060606515006]",20,38
1180,"[0.7834198805492967, 0.742424242375307]",3,4
1550,"[0.296730362682409, 0.8582251082046353]",22,43
1813,"[0.14478356356096497, 0.8409090908426785]",28,55
792,"[0.1704398513973994, 0.054112554121542256]",26,51
99,"[0.7930461197423068, 0.8181818179301501]",3,6
183,"[0.3468730116349299, 0.09740259744953549]",19,37
261,"[0.3016768949794436, 0.8181818179301501]",22,44
2248,"[0.33082243795953303, 0.9253246751553986]",24,46
159,"[0.4585702263979222, 0.08874458869165856]",12,23
2128,"[0.8418546417332833, 0.8820346318274054]",5,8
900,"[0.5673528868395714, 0.06926406929402974]",6,11
2192,"[0.368773218941234, 0.1255411254512441]",20,38
886,"[0.8568584388655837, 0.7673160173235074]",2,2
651,"[0.17171240327761, 0.8474025974110863]",27,52
1083,"[0.15436875269002995, 0.11255411262202297]",26,51
1132,"[0.3135608874998431, 0.804112554083093]",22,42
1885,"[0.4345148909095075, 0.1168831168471643]",11,22
559,"[0.4604995792429188, 0.08441558446651723]",12,22
860,"[0.5177644137065576, 0.7467532466004483]",12,23
83,"[0.6295232035508836, 0.826839826688027]",9,17
1698,"[0.10769483384919146, 0.8474025974110863]",29,57
1580,"[0.6243508959167349, 0.8127705625333757]",9,16
339,"[0.5068245725693917, 0.049783549588806666]",9,17
491,"[0.6002955604283201, 0.772727272874079]",9,17
105,"[0.8559758625636836, 0.8192640691017833]",2,2
2099,"[0.4091254284595484, 0.9069264067756059]",20,40
2047,"[0.38646579504317957, 0.07792207789810954]",15,29
921,"[0.39527103301562333, 0.0909090908811278]",15,29
1231,"[0.3949015824838692, 0.10064935050304365]",15,29
1719,"[0.35645820077857876, 0.7965367964968493]",20,39
779,"[0.25588555242592126, 0.057359307482644666]",23,44
706,"[0.6726257671201769, 0.7694805192053824]",7,14
1444,"[0.07553211141706394, 0.057359307482644666]",30,58
576,"[0.397426161197734, 0.08874458869165856]",15,29
1422,"[0.27755998440969515, 0.001082251017836051]",21,42
1427,"[0.23302066870441082, 0.008658008604079795]",24,46
1282,"[0.16434391741198942, 0.10064935050304365]",26,51
423,"[0.2656965169066842, 0.08008658008757877]",22,43
1387,"[0.5936249255914305, 0.020562770723059128]",4,7
814,"[0.0468996941779526, 0.8690476189981843]",30,59
331,"[0.5771228012563893, 0.04329004332799323]",4,7
1795,"[0.14724656719349602, 0.08549783563815042]",26,52
1859,"[0.8501672789967215, 0.7867965367211363]",2,3
1714,"[0.2982286898851498, 0.8095238093260704]",23,44
134,"[0.5561667453479029, 0.08116883110541483]",7,13
1847,"[0.6226678434408249, 0.7987012985325214]",9,17
2111,"[0.5732230455024512, 0.8928571426209544]",14,27
709,"[0.708482995001101, 0.764069263962405]",6,11
471,"[0.3615689333168099, 0.7987012985325214]",20,39
2243,"[0.28402536894144315, 0.9448051945530275]",25,49
1710,"[0.24777816546762454, 0.8203463201196194]",24,48
92,"[0.7157488557214428, 0.8203463201196194]",6,11
436,"[0.10196835041011953, 0.10064935050304365]",28,55
2095,"[0.3452310092229651, 0.9134199133440135]",24,47
1585,"[0.67913220171587, 0.8073593072903983]",5,10
1380,"[0.6654625315596979, 0.025974025966036512]",2,3
1780,"[0.35828492847829646, 0.07359307351917108]",15,30
12,"[0.1258594856427539, 0.9199134199124213]",28,55
211,"[0.16951622503155425, 0.1168831168471643]",26,51
54,"[0.398308737499634, 0.8712121210338564]",18,34
2227,"[0.17091192710360018, 0.990259740224287]",28,55
1916,"[0.1191478007419192, 0.13528138522695707]",28,55
387,"[0.028057716387631715, 0.15692640696785226]",30,60
1677,"[0.16972147533669582, 0.041125541138524]",26,52
2294,"[0.8941113688185537, 0.835497835445904]",3,6
922,"[0.3856037437732521, 0.0930735929167999]",15,29
1686,"[0.10404137846433999, 0.051948051932073025]",30,59
616,"[0.1814002175665377, 0.10606060605361528]",25,49
620,"[0.15428665257672367, 0.1093073594147177]",27,53
629,"[0.09234211120252557, 0.1168831168471643]",30,58
750,"[0.4590833521534842, 0.057359307482644666]",11,21
578,"[0.3903655507971177, 0.08874458869165856]",15,29
2274,"[0.5919829231794658, 0.8484848484289222]",12,26
631,"[0.0772151638929738, 0.12012987020826672]",30,59
882,"[0.8076188912323514, 0.764069263962405]",2,3
168,"[0.4192442683907318, 0.09199134189896385]",14,26
794,"[0.15746803226995826, 0.051948051932073025]",27,53
597,"[0.30978428193774027, 0.09199134189896385]",20,39
1736,"[0.5751523983474477, 0.7521645021510199]",11,21
978,"[0.2378851008881392, 0.8517316016362275]",24,48
1379,"[0.67560189650827, 0.027056276983872564]",2,2
1544,"[0.2238870302349902, 0.8701298700160203]",25,48
2206,"[0.26194043636197, 0.12987012967638545]",25,49
1937,"[0.07711253874769496, 0.8939393936387905]",29,57
1195,"[0.5744340222867441, 0.08549783563815042]",6,11
2234,"[0.21832474703711474, 0.9707792208266582]",28,55
1784,"[0.3061103015209163, 0.07575757586243743]",19,37
662,"[0.2826091418520086, 0.825757575670191]",23,45
2188,"[0.3961125592681622, 0.1255411254512441]",18,34
768,"[0.3300835368814408, 0.05952380951831677]",19,37
1463,"[0.5688922641208413, 0.06385281405105236]",6,11
1657,"[0.2916401551761504, 0.03787878777742159]",22,42
663,"[0.3044272490304225, 0.8214285714450497]",22,43
852,"[0.4323802877593694, 0.7521645021510199]",17,33
958,"[0.018575152403845583, 0.9166666665513188]",30,60
249,"[0.20151474723706922, 0.8290043287236992]",26,52
769,"[0.32351552718983007, 0.05952380951831677]",19,37
60,"[0.4352127419382385, 0.8625541124297765]",17,32
2223,"[0.14759549270786151, 1.0]",30,59
1584,"[0.6680281603375078, 0.8084415583082343]",7,13
282,"[0.4837339135107672, 0.7987012985325214]",15,29
1216,"[0.44949816300983536, 0.09956709948520759]",12,23
966,"[0.09804806962420885, 0.8852813851885077]",29,56
1729,"[0.4885778206479391, 0.7694805192053824]",15,28
1441,"[0.10065474846596383, 0.04761904770693169]",29,57
442,"[0.03275794831557969, 0.11580086582932826]",31,62
1433,"[0.17657683544675445, 0.02380952393036441]",26,51
1645,"[0.352681595201892, 0.03896103879525764]",17,33
1088,"[0.11101988875164998, 0.1168831168471643]",28,56
2164,"[0.5621190041240889, 0.11471861465769508]",9,17
1872,"[0.55848607377121, 0.11255411262202297]",5,9
303,"[0.6726462921521494, 0.7932900431357468]",6,11
2108,"[0.5284169044106916, 0.8961038959820569]",15,29
2189,"[0.3893187742394373, 0.1255411254512441]",19,34
873,"[0.6855154861343118, 0.7510822511331839]",6,11
2289,"[0.7950780977325821, 0.8333333332564348]",7,13
260,"[0.2926048315913567, 0.8192640691017833]",22,43
895,"[0.6082182221280317, 0.06601731608672447]",4,7
1968,"[0.3307813879101718, 0.8376623374815761]",20,39
727,"[0.6500892838810595, 0.04329004332799323]",2,3
2053,"[0.32952936106193376, 0.07792207789810954]",18,36
2085,"[0.18665462531399274, 0.9361471859489476]",29,57
1876,"[0.5159376860068399, 0.11363636363985903]",7,13
1812,"[0.13207856981999916, 0.8419913418605146]",28,55
1557,"[0.3735966010610173, 0.8441558440499838]",19,37
1383,"[0.6353523121498182, 0.02380952393036441]",2,4
50,"[0.37437655220305455, 0.877705627602264]",19,37
547,"[0.5025143162051705, 0.08116883110541483]",9,17
2194,"[0.3539746721140752, 0.1266233767766744]",20,40
535,"[0.5598612507966995, 0.07575757586243743]",7,13
1824,"[0.28917715154361934, 0.8235930734807217]",23,44
2021,"[0.6331150838398174, 0.08333333344868118]",2,3
1290,"[0.09716549332230882, 0.09848484846737154]",30,58
1924,"[0.05478130579913517, 0.13852813858805949]",30,59
1035,"[0.5953490281458693, 0.061688311707786]",4,7
425,"[0.2424621826388358, 0.08333333344868118]",23,45
417,"[0.33490691898664016, 0.07359307351917108]",19,34
1671,"[0.2094989840181145, 0.03787878777742159]",25,49
1,"[0.024630036325310453, 0.9502164501035991]",30,60
889,"[0.661131750163504, 0.06060606053615282]",2,2
1353,"[0.6040721660050069, 0.7586580084118334]",9,17
386,"[0.03887440734754612, 0.1547619046245859]",31,60
2139,"[0.7549927136153269, 0.10389610386414605]",8,4
1648,"[0.33751359782839513, 0.03896103879525764]",19,37
177,"[0.3778452823293209, 0.09523809526006626]",17,32
2151,"[0.6682334106426493, 0.1071428573790456]",5,9
513,"[0.6830114324378356, 0.06601731608672447]",2,2
537,"[0.5501734365077717, 0.07683982688027349]",7,13
2091,"[0.29281008189649826, 0.9199134199124213]",26,51
439,"[0.0670963239763743, 0.10822510839688164]",30,59
362,"[0.3059666262971084, 0.08549783563815042]",19,38
1839,"[0.49243652633793217, 0.8084415583082343]",14,27
116,"[0.6484678064864833, 0.07792207789810954]",2,4
899,"[0.5753576486525892, 0.06818181796859943]",6,11
337,"[0.5239834978692188, 0.04761904770693169]",7,13
2137,"[0.9817327230465748, 0.8841991341706718]",2,3
714,"[0.7723363641883231, 0.754329004186692]",3,6
435,"[0.11370866772129515, 0.09740259744953549]",28,55
2018,"[0.6662014326377901, 0.08549783563815042]",2,3
31,"[0.25393567456353605, 0.8993506491893621]",23,45
773,"[0.29843394019029135, 0.05952380951831677]",20,39
1356,"[0.6321914574885562, 0.7554112552045281]",9,17
1457,"[0.6221957677346241, 0.06060606053615282]",3,4
408,"[0.43790152090788365, 0.06493506506888841]",12,22
1126,"[0.2461361630556598, 0.8203463201196194]",24,46
2291,"[0.8372570349506142, 0.8344155842742709]",6,11
1836,"[0.4511812154857452, 0.8116883115155396]",17,32
2218,"[0.16069046202713794, 0.13311688303748784]",30,58
294,"[0.5893351942737657, 0.7932900431357468]",9,17
306,"[0.7011145091500643, 0.7943722941535829]",6,11
1661,"[0.2696988978059012, 0.03571428574174949]",22,43
147,"[0.5048541696604502, 0.08441558446651723]",9,17
1629,"[0.4420475770163246, 0.03896103879525764]",12,23
791,"[0.18320642023428285, 0.05519480513937831]",26,52
1397,"[0.49553580591786045, 0.014069264154651435]",9,17
1722,"[0.3937111307315488, 0.7900432899284415]",19,37
1547,"[0.25514665134782905, 0.8636363634476126]",24,48
479,"[0.4557582972510257, 0.7867965367211363]",15,29
789,"[0.19578826378341338, 0.05627705615721436]",25,49
1103,"[0.04848012150858363, 0.8831168828452415]",30,59
1237,"[0.37692165596347577, 0.10281385284631]",16,32
626,"[0.11313396686981553, 0.11471861465769508]",28,55
643,"[0.09215738592935654, 0.8744588742411616]",29,57
40,"[0.3132324870174502, 0.8896103894136491]",22,42
1525,"[0.0118224174390658, 0.9220779219480933]",30,60
457,"[0.1877629769530069, 0.8322510822385987]",26,52
231,"[0.04441616551344901, 0.8560606058613689]",30,60
1167,"[0.6397446686273458, 0.7521645021510199]",7,14
81,"[0.610393875327531, 0.8300865800491295]",9,17
74,"[0.5440364524584167, 0.8398268395172482]",11,22
102,"[0.824244165759228, 0.8181818179301501]",2,3
557,"[0.46704706388797307, 0.08333333344868118]",11,22
1622,"[0.4851296155682292, 0.03896103879525764]",10,19
229,"[0.027811416018545046, 0.8614718612581433]",30,60
2235,"[0.22544693253364867, 0.9686147184833919]",28,55
822,"[0.13029289218422657, 0.835497835445904]",28,54
1142,"[0.40146959217547995, 0.7867965367211363]",17,34
926,"[0.34654461115253693, 0.09632034643169944]",17,32
542,"[0.5239834978692188, 0.0790043289159456]",9,16
1293,"[0.0722481065639666, 0.09740259744953549]",30,59
508,"[0.8435992693051108, 0.7673160173235074]",2,2
1819,"[0.2199256993851344, 0.8311688309131684]",25,49
1404,"[0.43584901787105185, 0.008658008604079795]",12,22
1972,"[0.36655651567778963, 0.8311688309131684]",19,38
1965,"[0.30584347611985707, 0.8419913418605146]",20,39
234,"[0.06910777693467711, 0.8506493503107972]",30,59
1834,"[0.4241292255918488, 0.8138528138588059]",17,34
1371,"[0.7874427864804862, 0.7413419913574709]",3,6
1976,"[0.4055540731880032, 0.8235930734807217]",17,34
2229,"[0.18197491841801733, 0.9859307356915514]",29,57
2296,"[0.9234211120398396, 0.83658008646374]",3,6
1852,"[0.6993904065956255, 0.7965367964968493]",6,10
1280,"[0.18833767780448651, 0.10173160182847395]",25,49
463,"[0.2572812544979671, 0.8181818179301501]",24,47
1759,"[0.6498840335759178, 0.05952380951831677]",2,2
993,"[0.45666139857031435, 0.8203463201196194]",17,32
2170,"[0.5189138153949329, 0.11796536786500036]",11,21
1726,"[0.4485540116120177, 0.7781385281170564]",17,33
1139,"[0.3748486279092553, 0.7922077922717079]",19,37
284,"[0.5008312637292606, 0.7987012985325214]",14,26
1770,"[0.5005849633601739, 0.06493506506888841]",9,17
447,"[0.06650109809292214, 0.8712121210338564]",30,59
1007,"[0.6328277334213696, 0.8030303030652569]",9,17
983,"[0.2968329878276878, 0.8409090908426785]",22,43
1929,"[0.01479854682715882, 0.9155844153796856]",30,59
1684,"[0.11900412553269528, 0.049783549588806666]",28,55
65,"[0.4685248660733253, 0.8549783548435328]",15,28
59,"[0.4288294575197968, 0.8625541124297765]",16,34
1863,"[0.6542148149721116, 0.11363636363985903]",2,2
256,"[0.2602779089180327, 0.8225108224628858]",23,46
1434,"[0.16641694546620986, 0.027056276983872564]",26,51
1458,"[0.6143552061773867, 0.06060606053615282]",4,7
867,"[0.5995771843822004, 0.7467532466004483]",9,17
1541,"[0.19254530900884506, 0.876623376584428]",26,51
1901,"[0.28154184027693957, 0.123376623415572]",20,39
2078,"[0.11896307546875018, 0.08766233767382252]",29,57
1340,"[0.47581125182563955, 0.7770562767916261]",15,29
644,"[0.10211202561934346, 0.8712121210338564]",28,55
1998,"[0.6482215061319806, 0.7792207791348925]",7,14
2112,"[0.5885347180851719, 0.8928571426209544]",13,26
2050,"[0.3582028283504063, 0.07792207789810954]",17,33
2171,"[0.5117711048664264, 0.11796536786500036]",11,21
632,"[0.06910777693467711, 0.12121212122610277]",30,59
802,"[0.10133207446272227, 0.05519480513937831]",29,57
2080,"[0.10311775209849487, 0.08874458869165856]",30,59
35,"[0.2816034153728572, 0.8950216449642208]",23,45
1166,"[0.628435376943842, 0.753246753168856]",9,17
1632,"[0.4252581022628355, 0.04004329012068795]",14,26
1437,"[0.1361630508471063, 0.03571428574174949]",28,55
676,"[0.419654768986431, 0.804112554083093]",17,33
1509,"[0.17503745818006852, 0.08874458869165856]",26,51
656,"[0.22130087642520777, 0.83658008646374]",25,49
20,"[0.17928613944837216, 0.9080086581010361]",26,51
1179,"[0.7713922128050893, 0.742424242375307]",3,6
623,"[0.1338026723598541, 0.11147186129659267]",28,54
370,"[0.2241128055721043, 0.1071428573790456]",23,46
2133,"[0.9161963013980268, 0.8809523808095693]",2,3
808,"[0.05135362575139782, 0.06277056272562205]",31,60
251,"[0.21961782393471402, 0.826839826688027]",25,48
1029,"[0.6512592106014073, 0.05844155850048072]",2,3
1614,"[0.5569466964899401, 0.03679653675958554]",6,11
164,"[0.4361363683040836, 0.08982683970949462]",13,26
730,"[0.6242482707714561, 0.04653679668909564]",3,6
1887,"[0.417232815432429, 0.1168831168471643]",12,23
1783,"[0.31918474579363626, 0.07467532484460139]",19,36
1817,"[0.19506988773729375, 0.8344155842742709]",26,52
199,"[0.2521089468638184, 0.1071428573790456]",23,44
209,"[0.1834937706527307, 0.11471861465769508]",26,52
289,"[0.5445085281500335, 0.7965367964968493]",12,22
2244,"[0.29137332977509117, 0.9415584413457222]",25,49
1546,"[0.24463783583833507, 0.866883116808715]",24,47
749,"[0.46756018965811896, 0.05627705615721436]",10,20
1164,"[0.6060836189778935, 0.7554112552045281]",9,17
409,"[0.4264485540151559, 0.06601731608672447]",12,23
1577,"[0.5915313725052375, 0.8170995669123141]",9,17
23,"[0.19769709161102128, 0.9058441557577698]",25,52
205,"[0.21144886189508358, 0.11038961027875661]",25,49
189,"[0.3133145871453404, 0.10064935050304365]",20,39
1125,"[0.23638677367081445, 0.8225108224628858]",24,47
341,"[0.48991194762406737, 0.051948051932073025]",9,17
642,"[0.08214117115803589, 0.877705627602264]",29,57
2060,"[0.26949364750075966, 0.08008658008757877]",22,42
2077,"[0.12688573715387785, 0.08766233767382252]",28,56
2159,"[0.6091828985432379, 0.11147186129659267]",7,13
1699,"[0.11865520001832978, 0.8452380950678199]",28,55
907,"[0.5097391268615671, 0.07575757586243743]",9,17
1883,"[0.45159171609602833, 0.11580086582932826]",10,20
1455,"[0.6381437162647422, 0.05952380951831677]",2,3
532,"[0.573181995438506, 0.07359307351917108]",6,10
830,"[0.22097247594281483, 0.8030303030652569]",25,49
835,"[0.26719484410942507, 0.7889610389106055]",24,46
976,"[0.2119004125547279, 0.8549783548435328]",25,49
82,"[0.6206358654359657, 0.8279220777058631]",9,17
708,"[0.6963321770942261, 0.7662337659980771]",6,11
1987,"[0.5225467457623957, 0.8008658007219905]",12,22
52,"[0.3866710453337372, 0.8744588742411616]",19,37
772,"[0.3045503992076739, 0.05952380951831677]",20,39
641,"[0.07204285625882503, 0.8820346318274054]",30,58
1480,"[0.4298557090309207, 0.07359307351917108]",12,23
720,"[0.855729562194597, 0.7499999998077536]",2,2
1113,"[0.13402844769696823, 0.8528138526540636]",28,55
391,"[0.6486114816957073, 0.050865800914236974]",2,2
1598,"[0.8472116746406011, 0.7954545454790132]",2,3
139,"[0.5356622401136446, 0.08225108212325087]",8,14
1854,"[0.730711602804382, 0.7943722941535829]",5,8
1672,"[0.20309517456770024, 0.03896103879525764]",25,49
562,"[0.4492518626407487, 0.08549783563815042]",12,23
95,"[0.7493483302895613, 0.8192640691017833]",4,7
2199,"[0.31370456270906705, 0.12770562779451047]",22,44
1826,"[0.31819954434645736, 0.8214285714450497]",22,43
1469,"[0.5232651218230993, 0.06709956695076338]",7,14
665,"[0.32587590566249836, 0.8192640691017833]",21,42
1612,"[0.572627819618999, 0.03571428574174949]",6,11
1227,"[0.40809917694842446, 0.10064935050304365]",15,29
2027,"[0.5690154142980925, 0.0790043289159456]",6,11
